DATAFLOW,LAST UPDATE,freq,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SI,2018,11.3,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SI,2019,9.4,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SI,2020,9.4,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SI,2021,7.0,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2012,10.1,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2013,7.8,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2014,8.2,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2015,9.0,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2016,9.1,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2017,10.5,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2018,9.4,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2019,11.3,
ESTAT:ILC_PNP13(1.0),06/10/22 23:00:00,A,Y65-74,AVG,SK,2020,11.1,
